Company,Month,Revenue,COGS,Gross_Profit,Gross_Margin_%,SG&A,R&D,Operating_Income_(EBIT),Interest_Expense,Tax_Expense,Net_Income,Assets,Debt,Equity,ROE_%,ROA_%,Debt/EBITDA,Debt/Equity
Websolution Kuwaiti,2023-12-31,2381064,1028733,1352331,56.8,757912,170296,424121,96552,93306,234262,11692190,4704621,6987568,3.35,2.0,11.09,0.67
Websolution Kuwaiti,2024-01-31,2259185,1003925,1255260,55.56,698243,159452,397563,86845,87463,223254,11661865,4591384,7070480,3.16,1.91,11.55,0.65
Websolution Kuwaiti,2024-02-29,2148214,953310,1194904,55.62,711149,181673,302081,92824,66457,142799,11668330,4636229,7032101,2.03,1.22,15.35,0.66
Websolution Kuwaiti,2024-03-31,2179141,936342,1242798,57.03,710065,180060,352673,97260,77587,177824,11649135,4647292,7001842,2.54,1.53,13.18,0.66
Websolution Kuwaiti,2024-04-30,2200913,954122,1246791,56.65,644255,161146,441388,92396,97105,251886,11581544,4593316,6988227,3.6,2.17,10.41,0.66
Websolution Kuwaiti,2024-05-31,2362609,1027833,1334776,56.5,747277,178241,409257,96155,90036,223064,11619284,4652599,6966685,3.2,1.92,11.37,0.67
Websolution Kuwaiti,2024-06-30,2250512,981674,1268838,56.38,641189,155826,471822,96501,103800,271519,11637880,4627064,7010815,3.87,2.33,9.81,0.66
Websolution Kuwaiti,2024-07-31,2219489,961655,1257834,56.67,722614,181144,354075,92273,77896,183905,11642285,4613867,7028418,2.62,1.58,13.03,0.66
Websolution Kuwaiti,2024-08-31,2193211,969697,1223513,55.79,715110,180121,328280,94833,72221,161225,11656554,4779325,6877228,2.34,1.38,14.56,0.69
Websolution Kuwaiti,2024-09-30,2190598,952860,1237737,56.5,683791,170039,383905,94971,84459,204475,11689239,4619483,7069756,2.89,1.75,12.03,0.65
Websolution Kuwaiti,2024-10-31,2363141,1042270,1320870,55.89,723331,181625,415914,93711,91501,230701,11661819,4605191,7056628,3.27,1.98,11.07,0.65
Websolution Kuwaiti,2024-11-30,2211000,974169,1236831,55.94,665582,172041,399208,90210,87825,221172,11609426,4613788,6995637,3.16,1.91,11.56,0.66
Websolution Kuwaiti,2024-12-31,2336597,1009784,1326812,56.78,731532,173607,421672,92953,92767,235951,11617298,4628149,6989149,3.38,2.03,10.98,0.66
Britannia Data Global,2022-01-31,565624,337672,227951,40.3,109957,19172,98821,33919,21740,43161,3070253,1598200,1472053,2.93,1.41,16.17,1.09
Britannia Data Global,2022-02-28,577493,348096,229396,39.72,116326,19202,93868,34192,20651,39024,3063475,1589449,1474026,2.65,1.27,16.93,1.08
Britannia Data Global,2022-03-31,602217,354248,247968,41.18,119584,22436,105946,35942,23308,46696,3062976,1589975,1473000,3.17,1.52,15.01,1.08
Britannia Data Global,2022-04-30,564892,334150,230742,40.85,107919,19164,103658,34996,22804,45857,3086314,1589235,1497078,3.06,1.49,15.33,1.06
Britannia Data Global,2022-05-31,615476,369311,246164,40.0,112141,22246,111776,35254,24590,51931,3038371,1594759,1443612,3.6,1.71,14.27,1.1
Britannia Data Global,2022-06-30,586447,353654,232792,39.7,110152,23246,99393,36252,21866,41274,3081925,1595061,1486863,2.78,1.34,16.05,1.07
Britannia Data Global,2022-07-31,618820,364082,254737,41.17,116638,24104,113995,34405,25079,54511,3053676,1578845,1474830,3.7,1.79,13.85,1.07
Britannia Data Global,2022-08-31,597402,367746,229656,38.44,117392,22027,90235,35816,19851,34567,3094184,1602137,1492046,2.32,1.12,17.75,1.07
Britannia Data Global,2022-09-30,578955,351860,227094,39.22,113493,21540,92060,33150,20253,38656,3068381,1567610,1500770,2.58,1.26,17.03,1.04
Britannia Data Global,2022-10-31,607681,364969,242711,39.94,110854,20568,111289,35079,24483,51725,3093828,1595493,1498335,3.45,1.67,14.34,1.06
Britannia Data Global,2022-11-30,576902,349725,227176,39.38,110230,20646,96300,34004,21186,41109,3062274,1582358,1479916,2.78,1.34,16.43,1.07
Britannia Data Global,2022-12-31,563604,335511,228093,40.47,104847,20923,102322,36893,22510,42918,3070901,1632394,1438507,2.98,1.4,15.95,1.13
Britannia Data Global,2023-01-31,589687,356459,233228,39.55,112635,19204,101388,35613,22305,43469,3071219,1604152,1467066,2.96,1.42,15.82,1.09
Britannia Data Global,2023-02-28,615713,375747,239966,38.97,112211,21016,106738,35732,23482,47522,3068228,1610404,1457823,3.26,1.55,15.09,1.1
Britannia Data Global,2023-03-31,611554,356879,254675,41.64,113612,22767,118295,37184,26024,55085,3060462,1593053,1467409,3.75,1.8,13.47,1.09
Britannia Data Global,2023-04-30,585524,346935,238589,40.75,110272,21550,106766,34982,23488,48295,3088806,1606163,1482642,3.26,1.56,15.04,1.08
Britannia Data Global,2023-05-31,595894,362599,233295,39.15,115085,21286,96923,34560,21323,41039,3072193,1586161,1486031,2.76,1.34,16.36,1.07
Britannia Data Global,2023-06-30,532047,315921,216126,40.62,93199,18040,104886,36520,23075,45291,3060108,1598230,1461878,3.1,1.48,15.24,1.09
Britannia Data Global,2023-07-31,594897,353813,241084,40.53,116575,18599,105908,37244,23299,45364,3083698,1632677,1451021,3.13,1.47,15.42,1.13
Britannia Data Global,2023-08-31,588788,350257,238530,40.51,107917,20396,110216,35591,24247,50378,3074899,1589527,1485371,3.39,1.64,14.42,1.07
Britannia Data Global,2023-09-30,571805,341345,230459,40.3,102088,19148,109222,36553,24029,48640,3055548,1599219,1456328,3.34,1.59,14.64,1.1
Britannia Data Global,2023-10-31,602263,357319,244943,40.67,115651,22730,106561,35591,23443,47526,3080697,1584562,1496135,3.18,1.54,14.87,1.06
Britannia Data Global,2023-11-30,586426,357493,228933,39.04,103362,22267,103303,36361,22726,44215,3065628,1583407,1482221,2.98,1.44,15.33,1.07
Britannia Data Global,2023-12-31,604874,359634,245240,40.54,113256,20953,111030,35929,24426,50673,3064691,1591090,1473600,3.44,1.65,14.33,1.08
Britannia Data Global,2024-01-31,560574,333726,226848,40.47,105115,21090,100642,35869,22141,42630,3079493,1598652,1480841,2.88,1.38,15.88,1.08
Britannia Data Global,2024-02-29,574043,337900,236142,41.14,102427,20942,112773,36538,24810,51424,3063280,1577094,1486186,3.46,1.68,13.98,1.06
Britannia Data Global,2024-03-31,603240,365720,237520,39.37,107108,20168,110243,35864,24253,50124,3095418,1597022,1498395,3.35,1.62,14.49,1.07
Britannia Data Global,2024-04-30,565671,341871,223800,39.56,100379,19419,104001,35676,22880,45444,3063816,1594434,1469381,3.09,1.48,15.33,1.09
Britannia Data Global,2024-05-31,574274,349526,224747,39.14,102079,21021,101645,35744,22362,43539,3085113,1582728,1502384,2.9,1.41,15.57,1.05
Britannia Data Global,2024-06-30,617444,369014,248430,40.24,112623,23239,112567,37157,24764,50645,3086403,1594007,1492395,3.39,1.64,14.16,1.07
Britannia Data Global,2024-07-31,607610,372243,235367,38.74,108972,24864,101530,34239,22336,44954,3075284,1580067,1495217,3.01,1.46,15.56,1.06
Britannia Data Global,2024-08-31,568822,343433,225388,39.62,114180,18252,92955,35938,20450,36567,3063421,1597631,1465790,2.49,1.19,17.19,1.09
Britannia Data Global,2024-09-30,570620,344456,226163,39.63,107098,20924,98140,35446,21591,41103,3074509,1594905,1479604,2.78,1.34,16.25,1.08
Britannia Data Global,2024-10-31,585093,355292,229800,39.28,109470,19952,100377,36161,22082,42133,3062833,1568585,1494248,2.82,1.38,15.62,1.05
Britannia Data Global,2024-11-30,590605,351939,238666,40.41,104187,18515,115963,36175,25512,54275,3081529,1578718,1502810,3.61,1.76,13.61,1.05
Britannia Data Global,2024-12-31,619156,378732,240423,38.83,117507,24855,98060,36141,21573,40346,3065868,1585199,1480668,2.72,1.32,16.16,1.07
London Spacesolution,2022-01-31,706603,421901,284701,40.29,113032,71586,100081,45403,22017,32660,3795631,2250354,1545276,2.11,0.86,22.48,1.46
London Spacesolution,2022-02-28,709471,430797,278673,39.28,123509,69744,85420,48463,18792,18164,3815212,2323684,1491527,1.22,0.48,27.2,1.56
London Spacesolution,2022-03-31,730957,440269,290687,39.77,120291,77971,92425,44554,20333,27537,3772497,2258218,1514278,1.82,0.73,24.43,1.49
London Spacesolution,2022-04-30,672031,401662,270369,40.23,114740,69686,85941,47356,18907,19678,3811042,2308206,1502836,1.31,0.52,26.86,1.54
London Spacesolution,2022-05-31,733235,435190,298044,40.65,122777,77500,97766,48216,21508,28041,3830945,2325925,1505020,1.86,0.73,23.79,1.55
London Spacesolution,2022-06-30,707213,426818,280394,39.65,120829,77540,82024,44027,18045,19951,3809279,2288837,1520442,1.31,0.52,27.9,1.51
London Spacesolution,2022-07-31,748238,443531,304706,40.72,119484,68136,117085,47986,25758,43340,3821449,2265317,1556132,2.79,1.13,19.35,1.46
London Spacesolution,2022-08-31,744786,437724,307062,41.23,119364,67940,119757,48455,26346,44954,3798724,2284079,1514645,2.97,1.18,19.07,1.51
London Spacesolution,2022-09-30,759869,446418,313450,41.25,138195,73078,102176,45358,22478,34339,3824202,2275114,1549088,2.22,0.9,22.27,1.47
London Spacesolution,2022-10-31,764522,458781,305740,39.99,120363,71043,114333,45750,25153,43430,3771709,2263549,1508159,2.88,1.15,19.79,1.5
London Spacesolution,2022-11-30,718499,433662,284836,39.64,124824,78217,81794,48613,17994,15185,3829714,2306230,1523484,1.0,0.4,28.19,1.51
London Spacesolution,2022-12-31,718973,429589,289384,40.25,117473,71318,100592,46247,22130,32214,3799509,2294576,1504933,2.14,0.85,22.81,1.52
London Spacesolution,2023-01-31,771815,463028,308787,40.01,117481,85912,105392,45279,23186,36926,3772557,2266079,1506478,2.45,0.98,21.5,1.5
London Spacesolution,2023-02-28,712206,429303,282902,39.72,120649,69484,92768,46685,20408,25673,3816222,2295143,1521078,1.69,0.67,24.74,1.51
London Spacesolution,2023-03-31,750176,444869,305306,40.7,124462,84332,96511,46359,21232,28920,3819563,2293577,1525985,1.9,0.76,23.76,1.5
London Spacesolution,2023-04-30,727807,443842,283965,39.02,120608,75818,87538,45710,19258,22569,3825016,2278287,1546728,1.46,0.59,26.03,1.47
London Spacesolution,2023-05-31,793207,469709,323497,40.78,134175,83200,106122,46643,23346,36131,3799544,2253652,1545892,2.34,0.95,21.24,1.46
London Spacesolution,2023-06-30,727765,434427,293338,40.31,118439,72647,102251,47689,22495,32067,3819620,2272238,1547382,2.07,0.84,22.22,1.47
London Spacesolution,2023-07-31,734971,455123,279848,38.08,124213,70562,85072,47039,18715,19316,3804852,2288156,1516696,1.27,0.51,26.9,1.51
London Spacesolution,2023-08-31,733370,436922,296447,40.42,124115,82075,90256,46112,19856,24287,3796388,2263277,1533110,1.58,0.64,25.07,1.48
London Spacesolution,2023-09-30,714869,423345,291524,40.78,113337,71610,106575,45836,23446,37292,3816115,2290592,1525522,2.44,0.98,21.49,1.5
London Spacesolution,2023-10-31,766174,463252,302922,39.54,130091,72419,100411,44783,22090,33537,3834501,2303418,1531082,2.19,0.87,22.94,1.5
London Spacesolution,2023-11-30,787111,468620,318490,40.46,130106,84572,103811,45132,22838,35840,3823306,2283280,1540026,2.33,0.94,21.99,1.48
London Spacesolution,2023-12-31,751304,443533,307770,40.96,120939,68518,118311,46370,26028,45912,3822997,2298157,1524840,3.01,1.2,19.42,1.51
London Spacesolution,2024-01-31,702092,411435,290656,41.4,119634,66655,104366,45037,22960,36368,3803067,2261442,1541624,2.36,0.96,21.67,1.47
London Spacesolution,2024-02-29,708283,430005,278277,39.29,114700,80473,83103,44411,18282,20409,3835932,2280048,1555883,1.31,0.53,27.43,1.47
London Spacesolution,2024-03-31,747741,452554,295186,39.48,121352,87546,86287,46648,18983,20655,3805395,2306786,1498609,1.38,0.54,26.73,1.54
London Spacesolution,2024-04-30,747365,441954,305410,40.86,127076,71903,106430,47966,23414,35049,3830365,2294507,1535857,2.28,0.92,21.56,1.49
London Spacesolution,2024-05-31,680435,397652,282782,41.56,112666,65870,104246,45026,22934,36285,3803966,2285578,1518387,2.39,0.95,21.92,1.51
London Spacesolution,2024-06-30,686396,398037,288358,42.01,119294,65380,103683,46264,22810,34608,3796107,2247122,1548985,2.23,0.91,21.67,1.45
London Spacesolution,2024-07-31,742788,442808,299979,40.39,126281,77791,95906,45702,21099,29104,3842305,2302746,1539559,1.89,0.76,24.01,1.5
London Spacesolution,2024-08-31,746453,445548,300905,40.31,119175,76369,105360,44821,23179,37359,3808705,2266857,1541847,2.42,0.98,21.52,1.47
London Spacesolution,2024-09-30,714561,434153,280408,39.24,121434,66124,92849,44462,20426,27959,3762360,2236350,1526009,1.83,0.74,24.08,1.47
London Spacesolution,2024-10-31,732583,439695,292887,39.98,119794,71595,101497,45971,22329,33196,3815028,2295769,1519258,2.19,0.87,22.62,1.51
London Spacesolution,2024-11-30,709380,425642,283737,40.0,108675,76477,98584,47555,21688,29340,3815952,2276995,1538957,1.91,0.77,23.1,1.48
London Spacesolution,2024-12-31,742782,444069,298712,40.22,118253,83171,97287,47203,21403,28680,3812258,2276633,1535624,1.87,0.75,23.4,1.48
Bahrain Pharma Energy,2022-01-31,735281,157865,577416,78.53,226448,146906,204060,35265,44893,123902,3675067,1449736,2225330,5.57,3.37,7.1,0.65
Bahrain Pharma Energy,2022-02-28,676810,148679,528130,78.03,193636,138879,195614,36836,43035,115742,3730238,1499067,2231170,5.19,3.1,7.66,0.67
Bahrain Pharma Energy,2022-03-31,739191,162083,577108,78.07,208699,142187,226220,35817,49768,140634,3696961,1466921,2230040,6.31,3.8,6.48,0.66
Bahrain Pharma Energy,2022-04-30,671641,147037,524604,78.11,191051,124552,209000,34940,45979,128079,3671427,1477308,2194118,5.84,3.49,7.07,0.67
Bahrain Pharma Energy,2022-05-31,704863,154500,550363,78.08,191178,134774,224410,36910,49370,138129,3693614,1461895,2231719,6.19,3.74,6.51,0.66
Bahrain Pharma Energy,2022-06-30,688940,151981,536959,77.94,206981,137946,192031,35357,42247,114427,3696330,1479883,2216446,5.16,3.1,7.71,0.67
Bahrain Pharma Energy,2022-07-31,695633,150114,545519,78.42,203522,149901,192095,36645,42261,113189,3703335,1474011,2229323,5.08,3.06,7.67,0.66
Bahrain Pharma Energy,2022-08-31,690594,150254,540339,78.24,203986,138377,197976,35284,43554,119136,3693783,1448470,2245313,5.31,3.23,7.32,0.65
Bahrain Pharma Energy,2022-09-30,699061,150079,548981,78.53,208054,132687,208240,38330,45812,124097,3718436,1487624,2230812,5.56,3.34,7.14,0.67
Bahrain Pharma Energy,2022-10-31,734928,157786,577141,78.53,197304,156543,223294,37854,49124,136314,3725513,1476074,2249438,6.06,3.66,6.61,0.66
Bahrain Pharma Energy,2022-11-30,669296,147200,522095,78.01,186133,151716,184245,34846,40534,108865,3686480,1469071,2217408,4.91,2.95,7.97,0.66
Bahrain Pharma Energy,2022-12-31,707961,158210,549751,77.65,204303,141125,204322,36356,44950,123014,3686230,1448725,2237505,5.5,3.34,7.09,0.65
Bahrain Pharma Energy,2023-01-31,711059,155984,555074,78.06,181437,147496,226140,34095,49750,142293,3707382,1472632,2234749,6.37,3.84,6.51,0.66
Bahrain Pharma Energy,2023-02-28,714483,153955,560527,78.45,194705,149358,216464,36483,47621,132358,3680604,1464446,2216158,5.97,3.6,6.76,0.66
Bahrain Pharma Energy,2023-03-31,686223,150800,535422,78.02,200050,142240,193131,37441,42488,113200,3692287,1469036,2223250,5.09,3.07,7.6,0.66
Bahrain Pharma Energy,2023-04-30,731940,158088,573851,78.4,208144,142268,223439,36105,49156,138176,3665679,1471199,2194480,6.3,3.77,6.58,0.67
Bahrain Pharma Energy,2023-05-31,679260,145917,533342,78.52,212860,132622,187859,34647,41329,111883,3696859,1468305,2228553,5.02,3.03,7.81,0.66
Bahrain Pharma Energy,2023-06-30,712882,154967,557915,78.26,201840,146982,209092,35440,46000,127652,3675965,1468908,2207057,5.78,3.47,7.02,0.67
Bahrain Pharma Energy,2023-07-31,774228,165701,608527,78.6,203479,158756,246291,36192,54184,155914,3677774,1471841,2205932,7.07,4.24,5.98,0.67
Bahrain Pharma Energy,2023-08-31,773406,172561,600844,77.69,228554,147766,224523,35029,49395,140098,3675305,1459831,2215473,6.32,3.81,6.5,0.66
Bahrain Pharma Energy,2023-09-30,705678,158465,547212,77.54,210971,141505,194735,35942,42841,115951,3656375,1461895,2194479,5.28,3.17,7.51,0.67
Bahrain Pharma Energy,2023-10-31,717856,156848,561008,78.15,208704,123419,228884,35853,50354,142676,3727060,1506235,2220825,6.42,3.83,6.58,0.68
Bahrain Pharma Energy,2023-11-30,754247,168888,585359,77.61,223301,152425,209632,38100,46119,125413,3701743,1481644,2220099,5.65,3.39,7.07,0.67
Bahrain Pharma Energy,2023-12-31,687359,146906,540452,78.63,193648,142748,204054,35526,44892,123636,3681112,1467468,2213644,5.59,3.36,7.19,0.66
Bahrain Pharma Energy,2024-01-31,698051,150148,547903,78.49,198114,155335,194453,35580,42779,116093,3689833,1472428,2217405,5.24,3.15,7.57,0.66
Bahrain Pharma Energy,2024-02-29,660798,143245,517553,78.32,179339,133041,205171,35918,45138,124115,3693382,1491444,2201938,5.64,3.36,7.27,0.68
Bahrain Pharma Energy,2024-03-31,719406,154902,564504,78.47,227552,149664,187287,37423,41203,108660,3718233,1498636,2219597,4.9,2.92,8.0,0.68
Bahrain Pharma Energy,2024-04-30,695375,149590,545784,78.49,207237,135492,203054,34558,44671,123823,3674870,1442904,2231966,5.55,3.37,7.11,0.65
Bahrain Pharma Energy,2024-05-31,666919,143174,523744,78.53,200809,135057,187877,34417,41332,112126,3675551,1456707,2218844,5.05,3.05,7.75,0.66
Bahrain Pharma Energy,2024-06-30,735475,158537,576938,78.44,210071,151119,215747,35791,47464,132491,3705075,1483784,2221290,5.96,3.58,6.88,0.67
Bahrain Pharma Energy,2024-07-31,708517,154361,554156,78.21,205634,157555,190966,35813,42012,113140,3723628,1484799,2238829,5.05,3.04,7.77,0.66
Bahrain Pharma Energy,2024-08-31,651577,140794,510783,78.39,202363,133739,174680,35790,38429,100460,3674816,1461463,2213352,4.54,2.73,8.37,0.66
Bahrain Pharma Energy,2024-09-30,661520,144443,517077,78.16,188164,132686,196225,35212,43169,117844,3674064,1473167,2200896,5.35,3.21,7.51,0.67
Bahrain Pharma Energy,2024-10-31,728753,156890,571862,78.47,213112,152039,206710,35527,45476,125707,3689647,1458634,2231012,5.63,3.41,7.06,0.65
Bahrain Pharma Energy,2024-11-30,667056,145135,521920,78.24,190252,125921,205747,36436,45264,124046,3674102,1469665,2204437,5.63,3.38,7.14,0.67
Bahrain Pharma Energy,2024-12-31,718098,157368,560730,78.09,220305,151305,189118,37044,41605,110468,3648009,1457211,2190797,5.04,3.03,7.7,0.67
Codeglobal (ltd.),2022-01-31,950217,156586,793631,83.52,315677,110358,367596,26337,80871,260387,5017012,1402714,3614297,7.2,5.19,3.82,0.39
Codeglobal (ltd.),2022-02-28,947195,155721,791474,83.56,321467,108096,361910,23003,79620,259286,5023658,1371374,3652284,7.1,5.16,3.79,0.38
Codeglobal (ltd.),2022-03-31,1032778,166379,866399,83.89,350243,116858,399297,26784,87845,284667,4988984,1377114,3611870,7.88,5.71,3.45,0.38
Codeglobal (ltd.),2022-04-30,1026205,168528,857676,83.58,356867,131331,369478,25886,81285,262307,5014133,1402792,3611341,7.26,5.23,3.8,0.39
Codeglobal (ltd.),2022-05-31,1012191,162807,849383,83.92,323716,121227,404438,26261,88976,289200,5024872,1380609,3644263,7.94,5.76,3.41,0.38
Codeglobal (ltd.),2022-06-30,948067,151498,796569,84.02,308245,108722,379601,25417,83512,270672,5050606,1422550,3628055,7.46,5.36,3.75,0.39
Codeglobal (ltd.),2022-07-31,957201,154137,803063,83.9,319572,102674,380816,25029,83779,272008,5036930,1394584,3642345,7.47,5.4,3.66,0.38
Codeglobal (ltd.),2022-08-31,940894,149814,791079,84.08,328087,95857,367134,24744,80769,261620,5018994,1378721,3640272,7.19,5.21,3.75,0.38
Codeglobal (ltd.),2022-09-30,959885,155392,804492,83.81,305285,111142,388064,24945,85374,277745,5015975,1388546,3627429,7.66,5.54,3.58,0.38
Codeglobal (ltd.),2022-10-31,946953,157422,789531,83.38,319591,115497,354442,25668,77977,250796,5056385,1396735,3659649,6.85,4.96,3.94,0.38
Codeglobal (ltd.),2022-11-30,960074,157811,802262,83.56,337312,108239,356711,25644,78476,252590,5037037,1395481,3641555,6.94,5.01,3.91,0.38
Codeglobal (ltd.),2022-12-31,1009651,170752,838898,83.09,321828,101877,415192,24726,91341,299123,4988713,1393174,3595539,8.32,6.0,3.35,0.39
Codeglobal (ltd.),2023-01-31,916521,149999,766522,83.63,287824,100263,378434,26231,83255,268947,5094236,1432375,3661860,7.34,5.28,3.78,0.39
Codeglobal (ltd.),2023-02-28,1021394,165676,855717,83.78,332250,115659,407807,25245,89717,292844,5042280,1406220,3636060,8.05,5.81,3.45,0.39
Codeglobal (ltd.),2023-03-31,964310,157835,806474,83.63,309660,109703,387111,27149,85164,274797,5002244,1396740,3605503,7.62,5.49,3.61,0.39
Codeglobal (ltd.),2023-04-30,937170,152906,784263,83.68,290005,108700,385558,25581,84822,275154,4996197,1380995,3615201,7.61,5.51,3.58,0.38
Codeglobal (ltd.),2023-05-31,970527,157053,813473,83.82,315235,94962,403275,24915,88720,289639,5035697,1405013,3630683,7.98,5.75,3.48,0.39
Codeglobal (ltd.),2023-06-30,1009810,165522,844288,83.61,337400,118918,387969,25986,85352,276629,5007074,1406309,3600764,7.68,5.52,3.62,0.39
Codeglobal (ltd.),2023-07-31,924121,152328,771792,83.52,303993,101132,366666,25652,80666,260347,5045661,1388006,3657654,7.12,5.16,3.79,0.38
Codeglobal (ltd.),2023-08-31,945805,152681,793123,83.86,315249,99495,378377,25752,83243,269382,5089290,1428643,3660647,7.36,5.29,3.78,0.39
Codeglobal (ltd.),2023-09-30,1009239,164253,844985,83.73,328621,117033,399330,26098,87852,285379,5009085,1395897,3613187,7.9,5.7,3.5,0.39
Codeglobal (ltd.),2023-10-31,972193,162514,809678,83.28,326382,108197,375097,25481,82521,267094,5013535,1401336,3612199,7.39,5.33,3.74,0.39
Codeglobal (ltd.),2023-11-30,892739,143827,748912,83.89,306144,100738,342029,26739,75246,240043,5000684,1384430,3616254,6.64,4.8,4.05,0.38
Codeglobal (ltd.),2023-12-31,956736,155159,801576,83.78,329444,100891,371241,27205,81673,262362,5062446,1424704,3637741,7.21,5.18,3.84,0.39
Codeglobal (ltd.),2024-01-31,996640,161441,835199,83.8,354987,100164,380047,27402,83610,269034,5038917,1412434,3626482,7.42,5.34,3.72,0.39
Codeglobal (ltd.),2024-02-29,1022099,167133,854965,83.65,338409,113701,402854,24789,88627,289437,4990717,1401161,3589556,8.06,5.8,3.48,0.39
Codeglobal (ltd.),2024-03-31,915279,154902,760376,83.08,315848,109234,335293,24346,73764,237182,5007503,1393123,3614380,6.56,4.74,4.15,0.39
Codeglobal (ltd.),2024-04-30,927386,152691,774695,83.54,282679,97562,394453,26265,86780,281407,5021785,1403452,3618332,7.78,5.6,3.56,0.39
Codeglobal (ltd.),2024-05-31,977117,156424,820692,83.99,332803,107637,380251,25684,83655,270911,5052890,1407501,3645389,7.43,5.36,3.7,0.39
Codeglobal (ltd.),2024-06-30,1006268,162739,843528,83.83,338245,107559,397723,26015,87499,284209,5045411,1392805,3652605,7.78,5.63,3.5,0.38
Codeglobal (ltd.),2024-07-31,980505,159568,820937,83.73,340412,101883,378641,26135,83300,269204,4997870,1390667,3607202,7.46,5.39,3.67,0.39
Codeglobal (ltd.),2024-08-31,962150,159114,803036,83.46,333477,100360,369198,24856,81223,263119,4987658,1391960,3595698,7.32,5.28,3.77,0.39
Codeglobal (ltd.),2024-09-30,1023506,168285,855220,83.56,334550,118868,401801,25355,88396,288049,5061118,1422851,3638266,7.92,5.69,3.54,0.39
Codeglobal (ltd.),2024-10-31,1020564,168755,851808,83.46,337479,119988,394340,25591,86754,281994,5056042,1404760,3651281,7.72,5.58,3.56,0.38
Codeglobal (ltd.),2024-11-30,963107,156739,806368,83.73,339443,111687,355237,24453,78151,252632,5056053,1384874,3671178,6.88,5.0,3.9,0.38
Codeglobal (ltd.),2024-12-31,939229,149379,789850,84.1,311340,88278,390230,26380,85850,278000,4985125,1386600,3598525,7.73,5.58,3.55,0.39
Manama Cargomarket,2022-01-31,1229658,805079,424578,34.53,279638,6654,138285,82232,30422,25630,6431809,3335959,3095849,0.83,0.4,24.12,1.08
Manama Cargomarket,2022-02-28,1232366,791478,440888,35.78,291820,6808,142259,76064,31297,34898,6384680,3358911,3025769,1.15,0.55,23.61,1.11
Manama Cargomarket,2022-03-31,1266128,848887,417240,32.95,309851,7711,99677,78187,21929,-439,6365584,3371459,2994124,-0.01,-0.01,33.82,1.13
Manama Cargomarket,2022-04-30,1215032,807188,407844,33.57,252643,6323,148877,73319,32752,42805,6422596,3345693,3076902,1.39,0.67,22.47,1.09
Manama Cargomarket,2022-05-31,1251157,814836,436321,34.87,291576,6041,138703,72609,30514,35579,6360942,3234057,3126885,1.14,0.56,23.31,1.03
Manama Cargomarket,2022-06-30,1180056,775280,404776,34.3,265178,5837,133760,75449,29427,28884,6342734,3325782,3016951,0.96,0.46,24.86,1.1
Manama Cargomarket,2022-07-31,1138479,741588,396891,34.86,239587,5906,151396,76000,33307,42088,6429135,3328038,3101096,1.36,0.65,21.98,1.07
Manama Cargomarket,2022-08-31,1199676,764698,434978,36.26,270071,6151,158755,72761,34926,51068,6434679,3349145,3085534,1.66,0.79,21.1,1.09
Manama Cargomarket,2022-09-30,1288662,823970,464691,36.06,275832,7007,181851,77970,40007,63873,6459309,3391037,3068271,2.08,0.99,18.64,1.11
Manama Cargomarket,2022-10-31,1202082,797124,404957,33.69,277986,6452,120518,73126,26513,20877,6425091,3354468,3070622,0.68,0.32,27.83,1.09
Manama Cargomarket,2022-11-30,1225922,775693,450228,36.73,276120,5563,168545,74695,37079,56770,6441144,3316120,3125024,1.82,0.88,19.67,1.06
Manama Cargomarket,2022-12-31,1293685,843007,450678,34.84,294425,6359,149893,71750,32976,45166,6400022,3320434,3079587,1.47,0.71,22.15,1.08
Manama Cargomarket,2023-01-31,1187572,776171,411401,34.64,260628,6535,144236,78733,31732,33771,6369074,3329881,3039193,1.11,0.53,23.08,1.1
Manama Cargomarket,2023-02-28,1298392,844070,454321,34.99,292952,6972,154397,77578,33967,42852,6379449,3285051,3094397,1.38,0.67,21.27,1.06
Manama Cargomarket,2023-03-31,1201712,777283,424428,35.32,276188,5611,142628,75443,31378,35807,6434684,3310901,3123782,1.15,0.56,23.21,1.06
Manama Cargomarket,2023-04-30,1270109,841043,429065,33.78,303132,5982,119951,73503,26389,20058,6432064,3348276,3083787,0.65,0.31,27.91,1.09
Manama Cargomarket,2023-05-31,1265615,834348,431266,34.08,289038,6905,135322,76176,29770,29375,6410441,3345928,3064513,0.96,0.46,24.72,1.09
Manama Cargomarket,2023-06-30,1191551,759597,431953,36.25,279812,5895,146245,72713,32174,41358,6408667,3357196,3051471,1.36,0.65,22.95,1.1
Manama Cargomarket,2023-07-31,1276878,839576,437301,34.25,271694,6386,159220,74308,35028,49883,6458994,3367036,3091958,1.61,0.77,21.14,1.09
Manama Cargomarket,2023-08-31,1178103,782077,396026,33.62,269952,5792,120281,68033,26461,25785,6409391,3295261,3114130,0.83,0.4,27.39,1.06
Manama Cargomarket,2023-09-30,1206367,798973,407393,33.77,293985,6240,107167,71841,23576,11748,6407352,3302716,3104635,0.38,0.18,30.81,1.06
Manama Cargomarket,2023-10-31,1253407,817824,435583,34.75,270094,6641,158846,74932,34946,48967,6376240,3307071,3069168,1.6,0.77,20.82,1.08
Manama Cargomarket,2023-11-30,1256232,826252,429979,34.23,286918,6345,136715,76119,30077,30518,6426906,3334124,3092781,0.99,0.47,24.38,1.08
